"koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag"
"St. Benno Verlag","St. Benno-Verlag","Buchwissenschaft, Buchhandel; Katechetik, Christliche Erziehung, Kirchliche Bildungsarbeit; Katholische Kirche","Verlag"
"Staackmann","Verlag L. Staackmann","Buchwissenschaft, Buchhandel","Verlag"
"Stadt Erfurt","Stadt Erfurt. Stadt- und Regionalbibliothek Erfurt","Buchwissenschaft, Buchhandel",NULL
"Stadthaus-Verl.","Stadthaus-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Stadtlichter-Presse","Stadtlichter-Presse (Wenzendorf)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel",NULL
"Stangl & Taubald","Stangl + Taubald, Buchhandlung, GmbH. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Steffen","Steffen GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"Steidl","Steidl Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Steidl Verlag","Steidl Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Stein-Medien","Stein-Medien GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"Stekovics","Verlag Janos Stekovics","Buchwissenschaft, Buchhandel","Verlag"
"Stellwerck-Verl.","Stellwerck Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Stephan Moll Verlag","Verlag S.MO","Buchwissenschaft, Buchhandel","Verlag"
"Sternensammler-Verl.","Sternensammler Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Storia-Verl.","Storia Verlag OHG","Buchwissenschaft, Buchhandel","Verlag"
"Stories & Friends","STORIES & FRIENDS Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Storyhouse-Verl.","Storyhouse Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Strandläufer Verlag","Strandläufer Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Streifen-Verl.","Streifen Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Strichpunkt-Verl.","Strichpunkt-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"StudienVerlag","StudienVerlag","Buchwissenschaft, Buchhandel","Verlag"
"Stutz Druck AG","Stutz Druck","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Druckerei"
"Styria Verlag","Styria Verlag in Verlagsgruppe Styria GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"Stämpfli","Stämpfli AG","Papierherstellung, Grafische Technik; Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL
"Subkultur","edition subkultur","Buchwissenschaft, Buchhandel","Verlag"
"Subrosa-Verl.","Hagen Stolz Subrosa-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Suhrkamp Verlag","Suhrkamp Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Sujet Verlag","Sujet Druck & Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Surface Book","surface book","Buchwissenschaft, Buchhandel",NULL
"Sutton","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Sutton Verlag","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Sutton Verlag GmbH","Sutton Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Svato","Svato Verlag","Buchwissenschaft, Buchhandel","Verlag"
"SüdOst Verlag","SüdOst Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Südostschweiz-Buchverl.","Südostschweiz Buchverlag","Buchwissenschaft, Buchhandel","Verlag"
"Südverl.","Südverlag (Konstanz)","Buchwissenschaft, Buchhandel","Verlag"
"TBT Verlag","TBT-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"THK-Verlag UG","THK-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"TRIGA - Der Verlag","TRIGA - Der Verlag Gerlinde Heß UG","Buchwissenschaft, Buchhandel","Verlag"
"TVZ, Theologischer Verlag Zürich","Theologischer Verlag Zürich","Buchwissenschaft, Buchhandel","Verlag"
"TZ-Verl.","TZ - Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Tappeiner","Tappeiner AG (Lana)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL
"Tauriska","Tauriska - Verein zur Förderung Eigener Kultur- und Regionalentwicklung in der Region Nationalpark Hohe Tauern","Buchwissenschaft, Buchhandel","Verein"
"Tausendschlau-Verl.","Tausendschlau Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Teaterverl. Elgg","teaterverlag elgg","Buchwissenschaft, Buchhandel","Verlag"
"Tectum-Verl.","Tectum Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Tele Entertainment","Tele Entertainment UG","Buchwissenschaft, Buchhandel",NULL
"Tennemann","Tennemann Media GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"Testudoverl.","Testudoverlag","Buchwissenschaft, Buchhandel","Verlag"
"TextLustVerl.","TextLustVerlag","Buchwissenschaft, Buchhandel","Verlag"
"Textem Verlag","Textem Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Textkontor","Textkontor Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Textmanufaktur","Textmanufaktur","Buchwissenschaft, Buchhandel",NULL
"Thami Verlag","Thami Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"The Dreamcatcher","The Dreamcatcher","Buchwissenschaft, Buchhandel",NULL
"Thekla Verlag GbR","Heike Hafferberth und Silke Wessner Thekla Verlag GbR","Buchwissenschaft, Buchhandel","Verlag"
"Theodor Boder Verlag","Theodor Boder Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Theologischer Verlag Zürich","Theologischer Verlag Zürich","Buchwissenschaft, Buchhandel","Verlag"
"Thesis-Verl.","Thesis Verlag (Schweiz)","Buchwissenschaft, Buchhandel","Verlag"
"Thiele & Schwarz","Druck- und Verlagshaus Thiele und Schwarz (Kassel)","Einzelne Branchen der Industrie und des Handwerks; Papierherstellung, Grafische Technik; Buchwissenschaft, Buchhandel","Verlag"
"Thielmann","Albrecht Thielmann (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Thomas-Morus-Bildungswerk","Thomas-Morus-Bildungswerk Schwerin","Buchwissenschaft, Buchhandel",NULL
"Thurm Verlag","P. Thurm Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Thurneysser","Leonhard-Thurneysser-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Till Schaap Edition","Till Schaap Edition","Buchwissenschaft, Buchhandel","Verlag"
"TimpeTe-Verlag","TimpeTe-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"TonStrom-Verl.","Tonstrom Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Tonn","Thomas Tonn (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Topp + Möller","Topp + Möller Druck und Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"Tordenfjord-Verl.","Tordenfjord Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Torner","Torner Records","Buchwissenschaft, Buchhandel",NULL
"Traumstunden-Verl.","Traumstunden Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Traumwelt Verlag","Traumwelt Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Trauner","Rudolf-Trauner-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Treibgut-Verl.","Treibgut Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Trikont","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Trikont-Duisburg","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Trikont-Duisburg, Dialog-Edition","Trikont Duisburg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Tropen","Klett-Cotta Verlag. Tropen-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Truso-Verl.","Truso - Vereinigung. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Trötsch Verlag GmbH & Co. KG","Trötsch Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Turmschreiber-Verl.","Turmschreiber Verlag Ingwert Paulsen jr. e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Turnshare","Turnshare Ltd. Publisher","Buchwissenschaft, Buchhandel",NULL
"Two Books","two BOOKS","Buchwissenschaft, Buchhandel",NULL
"Tyrolia-Verlag","Verlagsanstalt Tyrolia","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"U-Line-Verl.","U-Line UG","Buchwissenschaft, Buchhandel",NULL
"UND-Verlag","UND-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Ubooks-Verl.","Ubooks Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Ulenspiegel-Verl.","Ulenspiegel-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Ulli Verlag","Christoph Schubert & Ulli Verlag PE.CH","Buchwissenschaft, Buchhandel","Verlag"
"Ullstein Verlag","Verlag Ullstein","Buchwissenschaft, Buchhandel","Verlag"
"Ulrich Diehl Verlag","Ulrich Diehl Verlag und Medienservice GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Ulrike Helmer Verlag","Ulrike Helmer Verlag","Buchwissenschaft, Buchhandel; Handel einzelner Branchen, Dienstleistung einzelner Branchen","Verlag"
"Ultimomondo","Ultimomondo","Buchwissenschaft, Buchhandel",NULL
"UniScripta-Verl.","UniScripta Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Unionsverlag","Unionsverlag","Buchwissenschaft, Buchhandel","Verlag"
"Unipress Verlag","UNIPRESS Verlag","Buchwissenschaft, Buchhandel","Verlag"
"United p.c.","united p.c.","Buchwissenschaft, Buchhandel",NULL
"Univ.-Verl. Halle-Wittenberg","Universitätsverlag Halle-Wittenberg","Buchwissenschaft, Buchhandel","Verlag"
"Universaar","Universität des Saarlandes. universaar - Universitätsverlag des Saarlandes","Buchwissenschaft, Buchhandel","Verlag"
"Universal Frame","Universal Frame GmbH, Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Universitätsverlag Chemnitz","Universitätsverlag Chemnitz","Buchwissenschaft, Buchhandel","Verlag"
"Universitätsverlag Potsdam","Universitätsverlag Potsdam","Buchwissenschaft, Buchhandel","Verlag"
"Unsichtbar Verlag","Unsichtbar-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Urachhaus","Verlag Urachhaus","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Ursus-Verl.","Ursus Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Utrata Fachbuchverlag","Utrata Fachbuchverlag","Buchwissenschaft, Buchhandel","Verlag"
"VAS - Verlag für Akademische Schriften","VAS-Verlag für Akademische Schriften Karl-Heinz Balon","Buchwissenschaft, Buchhandel","Verlag"
"VAT Verlag","VAT Verlag","Buchwissenschaft, Buchhandel","Verlag"
"VDG","VDG-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"VERLAG PH. C.W. SCHMIDT","Verlagsdruckerei Ph. C. W. Schmidt (Neustadt a. d. Aisch)","Buchwissenschaft, Buchhandel","Verlag"
"VGS Verlagsgenossenschaft St. Gallen","VGS Verlagsgenossenschaft St. Gallen","Buchwissenschaft, Buchhandel","Verlag"
"VNL, Verl. Neue Literatur","Verlag Neue Literatur","Buchwissenschaft, Buchhandel","Verlag"
"VOLLTEXT – Zeitschrift für Literatur","Volltext - Zeitung für Literatur","Buchwissenschaft, Buchhandel",NULL
"VSA-Verl.","VSA-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"VV, Veltener Verl.-Ges.","VV Veltener Verlagsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag"
"Valentin","Peter Valentin Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Vantage-Point-World-Verl.","Vantage Point World Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Vehling Verlag","Vehling Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"VentVerl.","VentVerlag","Buchwissenschaft, Buchhandel","Verlag"
"Ventil-Verl.","Ventil Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Ventura-Verl.","Ventura Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verbrecher-Verl.","Verbrecher Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verein Alltag-Verl.","Verein Alltag-Verlag (Wiener Neustadt)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Verl. 28 Eichen","Verlag 28 Eichen","Buchwissenschaft, Buchhandel","Verlag"
"Verl. 3.0","Verlag 3.0 Zsolt Majsai","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Alta Silva","Verlag ALTA SILVA","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Antilope","Verlag Antilope","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Art of Arts","Verlag Art of Arts","Buchwissenschaft, Buchhandel","Verlag"
"Verl. BBB","Verlag BBB","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Buch + Bild","Verlag Buch + Bild","Buchwissenschaft, Buchhandel","Verlag"
"Verl. BuchJuwel","Verlag Buch-Juwel","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Bücherwurm","Verlag Bücherwurm e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Casa","CASA Verlag Hamburg","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Das Arsenal","Das Arsenal Verlag für Kultur und Politik GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Das Fünfte Tier","Verlag Das Fünfte Tier","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Das Netz","Verlag das Netz","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Desertina","Desertina Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Die Furt","Verlag Die Furt","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Drei Wege","Verlag Drei Wege","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Ed. AV","Verlag Edition AV","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Federfrei","Verlag Federfrei","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Gbp Productions","gbp Productions","Buchwissenschaft, Buchhandel",NULL
"Verl. Harlekination","Verlag Harlekination","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Hephaistos","Verlag HEPHAISTOS e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Junger Autoren","Verlag Junger Autoren","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Künstlernische","Verlag künstlernische","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Make a Book","Make a book","Buchwissenschaft, Buchhandel",NULL
"Verl. Maria zur Ehre","Verlag MARIA zur Ehre","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Neue Literatur","Verlag Neue Literatur","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Pi","Verlag Pi","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Pro Business","Pro Business Digital Printing & Copyservice GmbH (Berlin)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Unternehmen"
"Verl. Razamba","Verlag Razamba","Buchwissenschaft, Buchhandel","Verlag"
"Verl. RegioKom","Verlag RegioKom GbR","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Regionalkultur","verlag regionalkultur","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Rotabene-Medienhaus","Rotabene Data Service GmbH & Co. KG","Buchwissenschaft, Buchhandel","Unternehmen"
"Verl. Ruppiner Lesezeichen","Verlag Ruppiner Lesezeichen","Buchwissenschaft, Buchhandel","Verlag"
"Verl. S.MO","Verlag S.MO","Buchwissenschaft, Buchhandel","Verlag"
"Verl. SCW Auer-Sällef","SCW Auer-Sällef","Buchwissenschaft, Buchhandel",NULL
"Verl. Sankt Michaelsbund","Sankt Michaelsbund. Diözesanverband München und Freising. Abteilung Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verl. St. Michaelsbund","Sankt Michaelsbund. Diözesanverband München und Freising. Abteilung Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Vokal","Vokal Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Vorwerk 8","Verlag Vorwerk 8","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Waldkirch","Waldkirch KG Verlag-Druck-Agentur","Buchwissenschaft, Buchhandel","Verlag"
"Verl. Wort im Bild","Wort im Bild Verlags- und Vertriebsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag"
"Verl. am Ufer der Schlei","Verlag am Ufer der Schlei","Buchwissenschaft, Buchhandel","Verlag"
"Verl. der Ideen","Verlag der Ideen","Buchwissenschaft, Buchhandel","Verlag"
"Verl. der Luth. Buchh. Harms","Verlag der Lutherischen Buchhandlung","Buchwissenschaft, Buchhandel","Verlag"
"Verl. für Innovation","Verlag für Innovation","Buchwissenschaft, Buchhandel","Verlag"
"Verl. für Kurzes","Verlag für Kurzes","Buchwissenschaft, Buchhandel","Verlag"
"Verl. im Proberaum 3","Verlag im Proberaum 3","Buchwissenschaft, Buchhandel","Verlag"
"Verl. im Spitzdach","Peter Knümann Verlag im Spitzdach","Buchwissenschaft, Buchhandel","Verlag"
"Verl. und Ed. DaDa-Research-Center","edition dada research center","Buchwissenschaft, Buchhandel","Verlag"
"Verl.-Buchh. Ehm Welk","Verlagsbuchhandlung Ehm Welk","Buchwissenschaft, Buchhandel","Verlag"
"Verl.-Gemeinschaft Topos Plus","TOPOS PLUS","Buchwissenschaft, Buchhandel",NULL
"Verl.-Haus Hernals","Verlagshaus Hernals","Buchwissenschaft, Buchhandel","Verlag"
"Verl.-Haus Monsenstein und Vannerdat","Verlagshaus Monsenstein & Vannerdat OHG","Buchwissenschaft, Buchhandel","Verlag"
"Verl.-Haus Speyer","Verlagshaus Speyer","Buchwissenschaft, Buchhandel","Verlag"
"Verlach","Semmel Verlach Winfried Bartnick","Buchwissenschaft, Buchhandel",NULL
"Verlag 28 Eichen","Verlag 28 Eichen","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Andrea Schröder","Verlag Andrea Schröder","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Antje Kunstmann","Verlag Antje Kunstmann","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Auf dem Ruffel","Verlag Auf dem Ruffel","Buchwissenschaft, Buchhandel","Verlag"
"Verlag BS","BS-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Barbara Budrich","Verlag Barbara Budrich","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Begegnungen","Hörende Begegnungen Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Berger","Berger Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Bernhard Bayer","Bayer Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Blaues Schloss","Verlag Blaues Schloss Marburg","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Co-Buch","Thuhoff Buch Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Der Apfel","Verlag Der Apfel","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Dialog-Edition","Verlag Dialog-Edition","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Die Blaue Eule","Verlag Die Blaue Eule","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Verlag Die Werkstatt","Verlag Die Werkstatt GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Donata Kinzelbach","Verlag Donata Kinzelbach","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Dortmunder Buch","Dortmunder Buch Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Dr. Frank GmbH","Verlag Dr. Frank GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Eckhard Bodner","Bodner Buchhandlung und Vlg.","Buchwissenschaft, Buchhandel","Buchhandlung"
"Verlag Einfach Lesen","Verlag Einfach Lesen","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Expeditionen","LIT Verlag Expeditionen GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag FELIX AG","Verlag FELIX AG","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Freies Geistesleben","Verlag Freies Geistesleben","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag"
"Verlag Hans Schiler","Verlag Hans Schiler","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Janos Stekovics","Verlag Janos Stekovics","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Johannes Heyn","Verlag Johannes Heyn","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Kadera","Kadera-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Klaus Wagenbach","Verlag Klaus Wagenbach","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Verlag Kleine Schritte","Verlag Kleine Schritte Ursula Dahm & Co.","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Kremayr & Scheriau","Verlag Kremayr & Scheriau","Buchwissenschaft, Buchhandel","Verlag"
"Verlag La Quercia","La QUERCIA Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Lassleben","Verlag Michael Laßleben","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Leben in der Sprache","Verlag Leben in der Sprache","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Mainz","Verlag Mainz","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Merzinger-Pleban","Verlag Merzinger-Pleban","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Mis Buech, Schaub Medien AG","Verlag Mis Buech Schaub Medien AG","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Momentaufnahme","ID-Verlag-Momentaufnahme","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Mondwolf","Verlag Mondwolf","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Peter Hopf","Verlag Peter Hopf","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Plaggenhauer","PLAGGENHAUER Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Ploder","Bona Editio Verlag Thomas Ploder","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Raven","Raven Winter Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Redieck & Schade","Verlag Redieck & Schade GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Renate Brandes","Verlag Renate Brandes","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Rockstuhl","Verlag Rockstuhl","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Rote Zahlen","Verlag Rote Zahlen","Buchwissenschaft, Buchhandel","Verlag"
"Verlag SPIEL","Verlag SPIEL","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Sami","Verlag SAMI","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Schnell","Verlag Schnell Peter Salmann","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Tobias Dannheimer","Verlag Tobias Dannheimer","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Traugott Bautz GmbH","Verlag Traugott Bautz GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Uwe Krebs","Verlag Uwe Krebs","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Waldkirch","Waldkirch KG Verlag-Druck-Agentur","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Weisse Drei","Verlag Weisse Drei","Buchwissenschaft, Buchhandel","Verlag"
"Verlag Wolfau-Druck AG","Wolfau-Druck AG","Buchwissenschaft, Buchhandel","Druckerei"
"Verlag am Dom","Seitz - Bücher am Dom GmbH. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag am Eschbach","Verlag am Eschbach","Buchwissenschaft, Buchhandel","Verlag"
"Verlag am Schloss","Verlag am Schloss","Buchwissenschaft, Buchhandel","Verlag"
"Verlag an der Ruhr","Verlag an der Ruhr (Mülheim an der Ruhr)","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Verlag beim Augarten","Verlag beim Augarten e.U.","Buchwissenschaft, Buchhandel","Verlag"
"Verlag der Buchhandlung Matussek","Matussek, Hans K., & Sohn oHG, Buchhandlung. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlag der Nation","Verlag der Nation","Buchwissenschaft, Buchhandel","Verlag"
"Verlag der Villa Fledermaus","Verlag der Villa Fledermaus","Buchwissenschaft, Buchhandel","Verlag"
"Verlag des Biographiezentrums","Verlag des Biographiezentrums","Buchwissenschaft, Buchhandel","Verlag"
"Verlag deutex","Verlag deutex","Buchwissenschaft, Buchhandel","Verlag"
"Verlag edition viva","Verlag edition viva","Buchwissenschaft, Buchhandel","Verlag"
"Verlag fischueberalles.ch","FISCHUEBERALLES.CH","Buchwissenschaft, Buchhandel",NULL
"Verlag für Geschichte und Kultur","Verlag für Geschichte und Kultur","Buchwissenschaft, Buchhandel","Verlag"
"Verlag für Moderne Phantastik Gehrke","Verlag für Moderne Phantastik","Buchwissenschaft, Buchhandel","Verlag"
"Verlag im Institut Drachenhaus","Verlag im Institut Drachenhaus","Buchwissenschaft, Buchhandel","Verlag"
"Verlag und Buchhandlung der Evangelischen Gesellschaft GmbH","Verlag und Buchhandlung der Evangelischen Gesellschaft GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Verlag und Offsetdruck Eppe GmbH","EPPE, Verlag und Offsetdruck, GmbH. Abt. Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verlagsgemeinschaft topos plus","TOPOS PLUS","Buchwissenschaft, Buchhandel",NULL
"Verlagsgruppe Verlagshaus Schlosser","Verlagshaus Schlosser","Buchwissenschaft, Buchhandel","Verlag"
"Verlagshaus Hernals","Verlagshaus Hernals","Buchwissenschaft, Buchhandel","Verlag"
"Verlagshaus Schlosser","Verlagshaus Schlosser","Buchwissenschaft, Buchhandel","Verlag"
"Verleysdonk","Albert Verleysdonk (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Versus","Versus Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Verweiledoch-Verl.","verweiledoch Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Veste-Verl. Roßteutscher","Veste-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"ViCON-Verlag","ViCON Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Via Regia Verlag","Via Regia Verlag","Buchwissenschaft, Buchhandel","Verlag"
"ViaTerra-Verl.","ViaTerra Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Vidal Verlag","Vidal Verlag Winterthur","Buchwissenschaft, Buchhandel","Verlag"
"Vier-JahreszeitenHaus, Verl. im Münsterland","Vier Jahreszeitenhaus","Buchwissenschaft, Buchhandel",NULL
"Vindobona Verlag","Vindobona-Verlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag"
"Vitalis","Vitalis, s.r.o.","Buchwissenschaft, Buchhandel",NULL
"Vitolibro","Vito von Eichborn vitolibro","Buchwissenschaft, Buchhandel",NULL
"VoG - Verlag ohne Geld","VoG Verlag ohne Geld e.K.","Buchwissenschaft, Buchhandel","Verlag"
"VoG Verlag ohne Geld e.K.","VoG Verlag ohne Geld e.K.","Buchwissenschaft, Buchhandel","Verlag"
"Vogelherd-Verl.","Vogelherd-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Vohodi","Vohodi Verlag e.Kfm.","Buchwissenschaft, Buchhandel","Verlag"
"Voland & Quist","Verlag Voland & Quist","Buchwissenschaft, Buchhandel","Verlag"
